"spkid","full_name","epoch_mjd","a","e","i","om","w","ma"
54354668,"       (2022 WT27)",59906,2.541,0.6111,1.60,61.33,1.90,359.41
54330923,"       (2022 XA)",60800,1.896,0.5098,8.42,69.10,35.33,323.70
54330924,"       (2022 XB)",60800,1.963,0.5198,4.83,68.87,31.02,308.59
54330925,"       (2022 XC)",60800,1.188,0.3216,13.50,248.73,103.29,357.17
54331179,"       (2022 XD)",60800,1.944,0.4904,4.69,68.79,10.08,318.76
54331177,"       (2022 XE)",59918,1.687,0.6303,2.06,335.87,0.04,25.01
54331291,"       (2022 XF)",59915,2.751,0.6334,5.89,73.64,351.44,0.74
54331535,"       (2022 XG)",59915,1.752,0.4581,2.04,39.17,66.10,347.85
54331536,"       (2022 XH)",59915,1.818,0.4517,21.59,70.50,349.27,3.26
54331537,"       (2022 XJ)",59917,1.51,0.4027,10.38,72.99,52.14,337.01
54331629,"       (2022 XK)",60800,0.9108,0.3688,6.08,246.51,58.87,8.15
54331630,"       (2022 XL)",60800,1.141,0.3088,4.32,248.76,98.52,44.21
54331668,"       (2022 XM)",59915,1.397,0.3610,4.41,100.83,254.65,37.85
54331669,"       (2022 XN)",60800,1.535,0.4638,4.09,100.91,50.14,65.28
54331670,"       (2022 XO)",60800,1.651,0.4228,7.32,80.93,35.11,32.93
54331800,"       (2022 XP)",60800,1.456,0.2333,16.04,229.54,224.79,121.35
54331802,"       (2022 XQ)",59916,1.619,0.5108,46.27,79.49,72.65,334.04
54332004,"       (2022 XS)",60800,2.724,0.6412,5.17,211.34,171.79,201.21
54332005,"       (2022 XT)",60800,0.692,0.5567,10.34,254.73,22.46,186.02
54332006,"       (2022 XU)",59925,2.634,0.6394,16.21,80.90,319.93,6.76
54332007,"       (2022 XV)",60800,1.514,0.3648,22.09,78.14,330.18,116.91
54332008,"       (2022 XW)",60800,1.712,0.4364,36.66,67.55,313.15,42.38
54332189,"       (2022 XX)",60800,1.176,0.2371,5.20,262.60,236.55,277.98
54332190,"       (2022 XY)",60800,1.352,0.2602,4.11,272.34,152.60,196.51
54332191,"       (2022 XZ)",59925,1.892,0.6428,5.65,267.79,88.02,18.87
54332192,"       (2022 XB1)",59926,1.551,0.3338,15.02,265.85,150.99,10.33
54332193,"       (2022 XC1)",60800,1.07,0.2514,4.09,274.37,255.40,356.02
54332194,"       (2022 XD1)",60800,1.816,0.4594,6.06,63.66,4.86,356.41
54332729,"       (2022 XE1)",59927,2.531,0.8346,9.53,324.48,347.28,16.09
54332730,"       (2022 XF1)",60800,1.774,0.6216,19.65,287.54,37.56,31.89
54334001,"       (2022 XH1)",59929,2.601,0.6993,15.72,1.92,348.15,13.23
54334005,"       (2022 XK1)",60800,1.405,0.9358,20.99,91.07,136.85,111.67
54334007,"       (2022 XL1)",60800,2.001,0.5032,9.12,93.09,13.89,295.79
54334008,"       (2022 XM1)",59928,1.806,0.5515,5.23,267.88,242.25,339.83
54334009,"       (2022 XN1)",59914,1.987,0.7241,7.37,105.83,215.38,23.24
54334010,"       (2022 XO1)",60800,1.046,0.2237,10.89,261.50,91.32,148.15
54334581,"       (2022 XP1)",59927,1.433,0.3381,25.18,77.17,316.82,24.44
54334584,"       (2022 XQ1)",60800,1.148,0.0740,13.63,270.87,142.27,5.61
54334586,"       (2022 XR1)",59928,1.957,0.4524,14.55,78.44,27.43,353.08
54335006,"       (2022 XW1)",60800,1.21,0.2449,9.11,264.74,256.01,231.30
54335010,"       (2022 XY1)",59929,2.385,0.7801,7.23,14.55,317.83,23.39
54335224,"       (2022 XB2)",59928,2.241,0.5509,5.42,78.61,354.41,2.58
54335233,"       (2022 XD2)",60800,1.439,0.2642,2.02,17.24,89.61,126.34
54335604,"       (2022 XE2)",60800,2.286,0.4356,4.92,62.70,50.14,240.56
54335614,"       (2022 XF2)",59915,1.303,0.3833,7.99,47.31,302.03,37.90
54336056,"       (2022 XG2)",60800,1.769,0.4816,27.15,99.19,266.73,27.83
54336063,"       (2022 XH2)",60800,1.466,0.4021,9.25,229.19,293.68,83.28
54336808,"       (2022 XN2)",59914,1.364,0.2173,15.78,244.77,201.08,350.31
54336807,"       (2022 XO2)",59914,0.6972,0.7417,23.07,248.46,347.61,253.46
54337028,"       (2022 XU2)",60800,2.321,0.4950,2.11,317.67,179.99,232.59
54339169,"       (2022 XL3)",60800,1.605,0.2719,3.59,13.50,75.56,61.89
54339171,"       (2022 XM3)",60800,2.571,0.5213,24.98,312.79,90.77,225.56
54334583,"       (2022 YA)",59931,2.206,0.7162,6.84,64.58,287.40,17.30
54334585,"       (2022 YB)",60800,1.247,0.2063,9.37,86.72,25.19,237.49
54334587,"       (2022 YC)",60800,1.229,0.2375,0.15,25.20,101.84,242.86
54334588,"       (2022 YD)",59930,2.47,0.8062,4.96,74.58,266.69,11.85
54334589,"       (2022 YE)",60800,0.802,0.5859,9.45,266.98,322.14,23.90
54334590,"       (2022 YF)",59929,2.422,0.5962,5.06,79.58,330.99,6.87
54335005,"       (2022 YG)",60800,1.004,0.1961,2.37,273.90,270.94,56.05
54335008,"       (2022 YH)",59930,0.7851,0.3507,8.63,263.72,352.34,191.48
54335007,"       (2022 YJ)",59930,2.275,0.7851,3.49,87.18,97.22,346.94
54335009,"       (2022 YK)",60800,1.096,0.1217,2.94,262.15,225.52,352.58
54335221,"       (2022 YL)",60800,1.046,0.2036,3.21,89.52,89.89,9.82
54335220,"       (2022 YM)",60800,2.731,0.6088,2.31,270.47,143.46,195.29
54335222,"       (2022 YN)",59931,2.482,0.5837,2.89,258.95,190.63,358.91
54335223,"       (2022 YO)",59931,1.931,0.5197,3.45,83.37,42.53,348.18
54335225,"       (2022 YP)",60800,1.368,0.3118,7.01,263.40,139.52,197.12
54335226,"       (2022 YQ)",59930,1.514,0.5107,9.54,263.69,258.36,333.02
54335227,"       (2022 YR)",59930,1.393,0.5586,15.96,263.97,85.18,32.72
54335228,"       (2022 YS)",59932,1.123,0.3382,29.61,88.43,253.59,63.67
54335229,"       (2022 YT)",59932,1.256,0.1221,21.24,261.36,126.07,47.08
54335457,"       (2022 YX)",60800,1.913,0.3214,14.50,91.05,34.84,308.81
54335231,"       (2022 YY)",59932,1.983,0.5271,0.44,344.16,48.84,14.87
54335230,"       (2022 YZ)",59932,1.741,0.3772,28.84,266.85,203.55,350.99
54335232,"       (2022 YA1)",59932,1.339,0.1909,27.95,89.40,341.96,13.07
54335235,"       (2022 YB1)",59932,1.158,0.4558,8.96,88.98,104.13,307.91
54335234,"       (2022 YC1)",60800,1.429,0.3400,1.43,92.58,314.12,160.75
54335236,"       (2022 YD1)",59932,1.663,0.2983,26.57,86.84,336.26,11.59
54335237,"       (2022 YE1)",60800,1.869,0.3252,21.37,257.93,216.31,318.24
54335238,"       (2022 YF1)",60800,1.261,0.1893,6.24,89.42,315.78,273.18
54335239,"       (2022 YG1)",59934,1.712,0.5943,6.87,85.61,86.48,336.55
54335240,"       (2022 YH1)",59932,2.556,0.5799,13.83,78.04,320.97,9.60
54335242,"       (2022 YJ1)",59931,1.454,0.4681,7.44,87.36,283.21,30.36
54335241,"       (2022 YK1)",60800,2.004,0.4635,3.46,253.00,206.52,298.44
54335458,"       (2022 YL1)",60800,1.305,0.4214,4.95,105.89,64.35,175.63
54335459,"       (2022 YM1)",60800,0.8697,0.1372,1.13,267.28,352.38,163.80
54335460,"       (2022 YN1)",60800,1.272,0.2534,2.57,354.09,149.02,202.19
54335461,"       (2022 YO1)",60800,1.6,0.4983,13.59,85.48,63.48,46.13
54335605,"       (2022 YP1)",60800,2.22,0.4646,23.56,100.64,53.65,237.85
54335606,"       (2022 YQ1)",60800,1.9,0.5234,6.43,266.30,126.71,344.74
54335607,"       (2022 YR1)",59936,1.688,0.4061,2.52,88.46,30.99,348.86
54335608,"       (2022 YS1)",59932,1.812,0.5351,42.34,87.34,303.40,16.40
54335609,"       (2022 YT1)",60800,1.715,0.4644,18.53,255.97,251.84,357.33
54335610,"       (2022 YU1)",59933,2.585,0.6513,1.02,49.44,349.97,8.33
54335612,"       (2022 YV1)",59933,1.417,0.2426,14.28,254.92,172.11,9.65
54335613,"       (2022 YW1)",59931,1.587,0.2853,28.66,261.67,182.14,359.70
54336055,"       (2022 YX1)",60800,1.087,0.2506,0.66,261.65,103.02,89.17
54336054,"       (2022 YY1)",59934,2.549,0.6640,11.23,89.81,50.61,351.02
54336057,"       (2022 YB2)",60800,1.781,0.4323,40.57,261.60,133.34,10.08
54336058,"       (2022 YC2)",59955,1.944,0.5292,4.82,197.29,172.03,28.27
54336059,"       (2022 YD2)",59935,0.9176,0.2166,28.58,92.33,169.10,187.81
54336060,"       (2022 YE2)",59935,1.892,0.4681,28.70,87.06,6.15,358.48
54336061,"       (2022 YF2)",60800,0.9719,0.2542,19.88,103.58,145.22,18.69
54336062,"       (2022 YG2)",60800,1.873,0.4740,1.75,89.03,3.63,331.59
54336230,"       (2022 YH2)",59934,1.189,0.1794,11.17,254.98,127.94,46.68
54336231,"       (2022 YJ2)",60800,1.08,0.3557,12.85,101.61,128.40,297.68
54336232,"       (2022 YK2)",59934,1.492,0.2456,25.67,258.28,179.17,5.06
54336233,"       (2022 YL2)",59933,1.364,0.1687,22.35,256.00,197.78,354.11
54336234,"       (2022 YM2)",59934,0.7399,0.3801,10.09,261.94,356.54,198.36
54336235,"       (2022 YN2)",60800,2.68,0.7555,19.23,87.80,263.61,206.66
54336236,"       (2022 YO2)",60800,1.481,0.3663,2.84,267.80,143.64,130.27
54336237,"       (2022 YP2)",60800,1.389,0.4916,2.74,84.40,279.99,193.25
54336238,"       (2022 YQ2)",59940,2.465,0.6245,6.79,59.10,343.85,9.98
54336239,"       (2022 YR2)",60800,1.591,0.4013,33.77,99.44,303.08,86.63
54336241,"       (2022 YS2)",60800,2.75,0.5936,23.69,97.26,332.30,190.32
54336240,"       (2022 YT2)",60800,1.075,0.1618,2.73,76.08,300.79,100.57
54336243,"       (2022 YU2)",59934,1.758,0.5178,8.76,223.56,139.08,25.34
54336242,"       (2022 YV2)",59935,1.241,0.1329,9.50,71.08,18.96,1.03
54336526,"       (2022 YW2)",59935,0.8831,0.2725,2.44,31.96,269.91,128.63
54336527,"       (2022 YX2)",60800,1.904,0.5379,3.54,271.27,227.03,311.04
54336528,"       (2022 YY2)",59937,2.061,0.5804,5.51,244.23,148.09,13.75
54336529,"       (2022 YZ2)",60800,1.669,0.3945,7.63,283.35,183.09,27.21
54336530,"       (2022 YA3)",59935,1.39,0.7612,2.55,82.33,239.87,29.65
54336612,"       (2022 YB3)",59933,2.049,0.5272,4.85,272.73,134.30,11.23
54336613,"       (2022 YC3)",60800,2.244,0.4964,15.70,92.66,33.98,244.21
54336614,"       (2022 YD3)",59935,0.9381,0.2389,18.37,84.90,123.78,269.71
54336615,"       (2022 YE3)",60800,1.271,0.2307,14.43,89.11,337.98,249.27
54336616,"       (2022 YF3)",60800,1.854,0.5359,2.31,98.86,300.35,352.04
54336617,"       (2022 YG3)",60800,2.398,0.6703,5.52,271.10,122.80,239.56
54336618,"       (2022 YH3)",60800,2.348,0.6872,3.32,84.87,93.71,219.38
54336619,"       (2022 YJ3)",60800,0.9197,0.1488,10.80,86.87,142.98,118.74
54336620,"       (2022 YK3)",59936,1.484,0.4726,5.50,273.72,248.32,333.25
54336621,"       (2022 YL3)",59938,1.413,0.4012,13.72,90.50,298.04,28.97
54336622,"       (2022 YM3)",59942,1.976,0.7302,7.24,38.89,309.22,18.59
54336623,"       (2022 YO3)",59936,2.476,0.6048,1.59,250.50,191.42,2.15
54336624,"       (2022 YP3)",60800,1.715,0.2855,28.94,292.67,247.57,322.18
54336626,"       (2022 YS3)",60800,2.332,0.6342,17.39,294.69,95.31,251.81
54336625,"       (2022 YT3)",60800,1.578,0.3694,7.62,272.78,202.04,58.07
54336627,"       (2022 YU3)",60800,1.097,0.2680,1.51,296.38,245.28,319.67
54336628,"       (2022 YV3)",59937,1.499,0.3972,24.16,273.87,104.47,35.02
54336629,"       (2022 YW3)",59935,1.193,0.1633,26.61,82.39,86.35,299.55
54336631,"       (2022 YX3)",59937,2.336,0.5775,0.46,341.92,81.33,6.59
54336630,"       (2022 YY3)",60800,2.033,0.5311,3.49,89.13,30.64,285.60
54336632,"       (2022 YZ3)",59935,1.558,0.4571,12.20,88.24,70.71,331.94
54336633,"       (2022 YA4)",59966,2.594,0.5390,5.91,59.34,20.80,10.49
54336634,"       (2022 YB4)",60800,1.513,0.3901,3.10,68.26,112.11,57.19
54336635,"       (2022 YC4)",59937,2.503,0.6959,8.43,92.53,295.16,10.00
54336636,"       (2022 YD4)",59942,1.686,0.5895,2.82,73.42,115.68,328.74
54336637,"       (2022 YE4)",60800,1.29,0.9047,13.73,50.22,238.53,260.26
54336638,"       (2022 YF4)",60800,1.003,0.4464,7.04,20.00,293.63,223.71
54336639,"       (2022 YG4)",60800,1.952,0.3748,5.86,7.45,84.70,312.15
54336640,"       (2022 YH4)",59937,1.62,0.3662,16.02,271.55,151.66,12.32
54336641,"       (2022 YJ4)",60800,1.236,0.2544,2.98,270.23,237.40,224.10
54336642,"       (2022 YK4)",60800,1.139,0.1418,1.63,273.21,252.20,279.43
54336644,"       (2022 YL4)",60800,0.9369,0.0725,1.60,271.19,342.78,59.00
54336643,"       (2022 YM4)",60800,1.201,0.1467,21.58,272.57,233.45,248.36
54336801,"       (2022 YN4)",60800,2.26,0.5832,19.20,230.75,284.65,232.85
54336802,"       (2022 YO4)",60800,0.9322,0.2950,20.19,76.82,204.97,29.02
54336803,"       (2022 YP4)",59946,2.377,0.5510,5.18,285.14,199.21,354.56
54336804,"       (2022 YQ4)",60800,1.88,0.4904,7.54,79.50,350.90,336.71
54336805,"       (2022 YR4)",60800,1.389,0.3505,1.02,98.90,42.86,135.17
54336806,"       (2022 YS4)",60800,2.057,0.5189,2.71,87.41,18.67,283.69
54336809,"       (2022 YU4)",60800,2.025,0.5304,5.20,54.79,140.74,247.70
54336810,"       (2022 YY4)",59938,1.236,0.1704,14.67,90.75,8.81,354.61
54336811,"       (2022 YZ4)",59938,2.502,0.5954,16.91,274.51,188.16,358.30
54336812,"       (2022 YA5)",60800,1.424,0.5138,52.01,94.77,219.21,225.69
54336899,"       (2022 YB5)",60800,1.392,0.2365,0.36,232.90,241.47,145.59
54336900,"       (2022 YC5)",60800,1.33,0.4954,4.35,13.41,203.08,129.82
54336901,"       (2022 YD5)",60800,2.087,0.5715,1.12,57.60,92.25,266.40
54336902,"       (2022 YE5)",59936,1.706,0.5525,1.19,287.62,91.37,21.20
54336903,"       (2022 YF5)",59937,1.412,0.2809,25.88,93.71,25.92,345.84
54336904,"       (2022 YG5)",59938,1.727,0.5409,9.16,91.04,71.45,338.82
54336905,"       (2022 YH5)",60800,1.081,0.3334,23.72,272.69,279.02,335.49
54336906,"       (2022 YJ5)",59937,1.761,0.6235,6.05,271.45,95.65,20.75
54336907,"       (2022 YK5)",60800,0.921,0.1541,9.33,104.04,156.22,76.33
54336908,"       (2022 YL5)",60800,0.9746,0.1769,11.51,282.56,66.45,250.13
54336909,"       (2022 YM5)",60800,2.201,0.4250,15.03,316.51,147.68,263.07
54336911,"       (2022 YO5)",60800,1.386,0.3780,7.66,279.42,114.96,187.89
54336910,"       (2022 YP5)",60800,1.207,0.1828,7.24,276.90,209.00,257.34
54336913,"       (2022 YQ5)",60800,2.399,0.7066,9.17,85.06,260.54,246.30
54336912,"       (2022 YR5)",59939,1.062,0.3981,28.44,91.56,112.32,294.17
54336914,"       (2022 YS5)",60800,1.006,0.0257,11.15,290.10,296.19,351.96
54336954,"       (2022 YT5)",60800,1.929,0.4725,26.84,283.33,142.47,325.65
54336955,"       (2022 YU5)",60800,2.617,0.6592,12.92,325.87,54.02,217.99
54336956,"       (2022 YV5)",60800,1.023,0.2424,14.49,276.87,291.94,15.00
54336957,"       (2022 YW5)",59938,1.864,0.5080,10.86,92.99,315.53,13.61
54336958,"       (2022 YX5)",59940,1.766,0.4605,9.71,99.09,51.42,340.62
54336959,"       (2022 YY5)",59938,2.538,0.7973,10.19,92.51,260.90,11.61
54336960,"       (2022 YZ5)",60800,1.447,0.3078,21.70,81.34,305.15,157.78
54336961,"       (2022 YA6)",60800,1.982,0.5689,1.15,272.67,131.02,316.50
54336962,"       (2022 YB6)",59940,2.172,0.5380,6.66,268.82,164.20,5.31
54336964,"       (2022 YC6)",59940,1.362,0.2893,31.64,279.01,113.17,36.77
54336963,"       (2022 YD6)",60800,0.9708,0.2818,13.13,270.69,318.14,60.26
54336966,"       (2022 YF6)",60800,1.18,0.2391,33.92,95.55,301.28,338.07
54336965,"       (2022 YG6)",59943,1.158,0.0802,19.59,266.83,268.75,289.35
54336967,"       (2022 YH6)",59939,2.482,0.5926,10.10,96.18,356.60,0.43
54337025,"       (2022 YJ6)",59943,2.403,0.5623,2.47,298.85,155.26,1.11
54337026,"       (2022 YK6)",60800,1.025,0.0721,17.03,272.88,89.83,183.53
54337027,"       (2022 YM6)",59940,1.029,0.1658,21.31,95.46,112.27,266.89
54337031,"       (2022 YN6)",60800,1.281,0.3364,0.75,152.92,233.93,261.24
54337032,"       (2022 YO6)",60800,1.67,0.5267,7.77,320.14,238.81,354.33
54337033,"       (2022 YP6)",59942,0.9007,0.2978,30.51,97.33,227.54,105.55
54337423,"       (2022 YQ6)",60800,1.953,0.4584,2.46,322.55,146.28,306.00
54337424,"       (2022 YR6)",59945,2.777,0.8110,2.66,61.53,278.60,12.19
54337425,"       (2022 YS6)",60800,0.6838,0.4874,2.64,283.94,342.94,262.29
54337572,"       (2022 YT6)",60800,1.329,0.2695,23.55,97.81,331.09,207.18
54337574,"       (2022 YV6)",59939,1.072,0.0317,10.56,87.26,353.64,13.27
54337575,"       (2022 YW6)",59937,2.509,0.8581,3.83,91.21,247.55,10.33
54337576,"       (2022 YX6)",59944,1.407,0.3119,5.48,97.38,323.54,21.43
54337577,"       (2022 YY6)",59944,2.093,0.6993,6.46,98.73,85.56,344.60
54337705,"       (2022 YH7)",60800,1.933,0.3885,4.46,347.82,37.51,351.27
54337706,"       (2022 YJ7)",59942,1.695,0.2693,36.95,72.03,12.89,4.42
54337707,"       (2022 YL7)",60800,1.202,0.7728,27.16,144.88,76.34,237.06
54338282,"       (2022 YN7)",60800,0.6887,0.6151,27.08,92.66,223.37,135.35
54339178,"       (2022 YL8)",59934,2.055,0.5840,22.73,87.50,308.67,12.60
54339179,"       (2022 YM8)",59934,1.816,0.5264,8.74,67.74,312.70,22.20
54339180,"       (2022 YN8)",59934,1.673,0.3187,15.63,65.34,33.59,352.36
54340315,"       (2022 YK9)",60800,2.818,0.6464,9.25,39.19,150.93,159.17
54357155,"       (2022 YT10)",60800,2.731,0.5856,13.30,279.87,102.25,206.86
54337703,"       (2023 AA)",59946,1.19,0.1360,18.11,97.51,5.65,359.80
54337704,"       (2023 AB)",60800,1.799,0.5036,1.01,353.63,58.95,3.72
54338280,"       (2023 AD)",59961,2.844,0.6555,3.02,300.66,143.73,5.30
54338281,"       (2023 AE)",59955,1.339,0.4624,3.74,96.21,286.80,36.72
54338283,"       (2023 AF)",60800,2.502,0.4949,32.68,298.62,132.08,219.00
54338657,"       (2023 AG)",60800,1.622,0.3432,11.49,356.24,154.21,27.05
54338661,"       (2023 AH)",60800,1.278,0.2469,3.42,290.07,211.97,197.06
54338670,"       (2023 AJ)",60800,1.107,0.1053,7.00,287.26,237.85,307.42
54338671,"       (2023 AK)",60800,0.8042,0.4166,5.41,111.09,144.96,325.56
54338672,"       (2023 AL)",59961,2.345,0.5522,1.68,112.10,349.06,3.73
54338673,"       (2023 AM)",59957,2.066,0.4941,8.92,110.39,350.61,3.30
54338674,"       (2023 AN)",60800,1.984,0.5999,5.82,109.27,300.99,311.65
54338675,"       (2023 AO)",59958,1.962,0.5350,8.83,112.93,311.67,13.04
54338707,"       (2023 AP)",60800,2.037,0.6868,4.09,282.81,104.77,301.75
54338708,"       (2023 AQ)",59959,2.124,0.7551,11.54,292.95,280.37,345.04
54338709,"       (2023 AR)",59958,1.842,0.8464,7.07,114.50,233.75,16.79
54338710,"       (2023 AS)",60800,1.115,0.1624,9.26,111.39,307.82,24.66
54338712,"       (2023 AT)",60800,1.285,0.2546,9.25,112.83,47.05,181.52
54338711,"       (2023 AU)",59958,1.71,0.4372,0.43,142.27,290.84,14.86
54338713,"       (2023 AV)",60800,1.133,0.3971,10.65,112.01,265.71,18.29
54338714,"       (2023 AW)",60800,0.988,0.2652,3.12,268.64,86.49,212.05
54338715,"       (2023 AX)",60800,1.289,0.2331,4.12,113.07,350.03,212.70
54338716,"       (2023 AA1)",60800,1.334,0.2524,3.89,279.63,182.73,179.95
54338717,"       (2023 AB1)",59964,3.076,0.8322,28.22,121.94,90.44,351.43
54338826,"       (2023 AC1)",59957,1.841,0.5603,7.17,291.44,120.23,16.28
54338827,"       (2023 AD1)",60800,2.485,0.6095,19.18,296.88,236.05,199.75
54338828,"       (2023 AE1)",60800,0.9312,0.1727,4.88,118.81,122.19,92.92
54338829,"       (2023 AF1)",60800,2.338,0.7348,9.30,266.82,307.30,211.69
54338830,"       (2023 AG1)",59963,1.537,0.3185,17.17,99.32,344.02,11.18
54338832,"       (2023 AJ1)",60800,1.7,0.5352,66.26,289.16,245.39,352.98
54338833,"       (2023 AK1)",59964,2.514,0.5833,1.42,161.09,297.99,3.97
54338831,"       (2023 AL1)",59962,2.454,0.5861,1.35,136.46,329.02,2.73
54338887,"       (2023 AM1)",60800,1.134,0.1739,6.38,294.88,246.86,277.43
54338888,"       (2023 AN1)",60800,1.111,0.2683,20.53,298.88,80.49,52.25
54338889,"       (2023 AO1)",60800,2.212,0.5211,4.72,210.95,327.49,232.69
54338890,"       (2023 AP1)",60800,1.039,0.2762,9.85,300.68,279.71,347.46
54338891,"       (2023 AQ1)",59960,1.946,0.6078,1.73,1.94,189.23,341.31
54338971,"       (2023 AR1)",60800,1.746,0.2949,31.44,276.38,231.47,335.62
54338972,"       (2023 AS1)",60800,1.826,0.4465,4.79,123.69,13.49,327.26
54338973,"       (2023 AT1)",60800,1.369,0.2492,5.13,188.04,353.50,108.81
54338974,"       (2023 AU1)",60800,1.134,0.2953,23.58,122.89,102.51,250.86
54338975,"       (2023 AV1)",59958,1.897,0.4877,2.03,298.06,146.75,9.05
54338976,"       (2023 AW1)",60800,2.809,0.5632,4.69,293.78,201.70,171.17
54338978,"       (2023 AA2)",60800,2.408,0.6029,9.63,143.36,16.05,210.18
54338977,"       (2023 AB2)",60800,1.883,0.4844,6.07,150.69,20.70,298.00
54339156,"       (2023 AC2)",59958,2.535,0.6193,6.45,98.76,339.29,7.22
54339170,"       (2023 AE2)",59963,1.043,0.4767,7.15,114.73,127.01,288.80
54339172,"       (2023 AG2)",60800,1.856,0.4023,6.86,241.87,165.41,3.93
54339173,"       (2023 AH2)",60800,1.649,0.3697,13.06,136.91,54.32,358.33
54339174,"       (2023 AJ2)",60800,2.382,0.5407,4.23,305.76,196.96,217.78
54339175,"       (2023 AK2)",59958,2.069,0.4918,0.86,152.42,320.98,358.68
54339176,"       (2023 AL2)",59958,1.987,0.5851,1.61,297.87,108.86,17.27
54339183,"       (2023 AM2)",60800,1.387,0.2703,2.47,255.70,264.37,116.80
54339217,"       (2023 AN2)",60800,2.561,0.5320,5.79,129.09,268.99,231.30
54339968,"       (2023 AA3)",59962,1.372,0.1405,26.27,107.18,50.43,329.90
54339973,"       (2023 AB3)",59961,1.917,0.4421,9.03,123.54,310.82,16.15
54357453,"       (2023 AN6)",59959,2.03,0.5773,11.45,294.84,130.50,11.70
54339177,"       (2023 BB)",59961,1.872,0.4704,16.82,128.97,245.75,34.58
54339182,"       (2023 BC)",59962,1.515,0.4814,4.59,320.34,234.18,330.48
54339185,"       (2023 BD)",59962,1.919,0.5730,7.06,172.63,11.91,340.65
54339184,"       (2023 BE)",59961,2.367,0.5294,7.12,107.61,352.00,4.83
54339213,"       (2023 BF)",60800,1.146,0.1385,12.20,116.15,37.87,285.07
54339214,"       (2023 BG)",60800,0.9813,0.3042,11.08,141.59,100.20,32.80
54339216,"       (2023 BH)",60800,2.254,0.6226,12.93,26.70,183.04,216.68
54339215,"       (2023 BJ)",59964,1.678,0.3306,34.48,125.88,306.88,26.41
54339241,"       (2023 BL)",59961,1.707,0.4258,15.25,106.87,265.98,57.02
54339242,"       (2023 BM)",59962,1.466,0.3322,28.94,114.41,327.90,16.99
54339243,"       (2023 BN)",60800,1.742,0.4123,11.53,297.06,170.52,2.10
54339244,"       (2023 BO)",59963,1.717,0.3141,11.33,81.66,64.19,344.60
54339245,"       (2023 BP)",59965,1.861,0.5071,1.67,118.39,314.61,14.55
54339246,"       (2023 BR)",59960,1.377,0.3234,26.98,120.13,57.87,327.66
54339757,"       (2023 BS)",60800,1.991,0.5116,10.70,131.98,39.21,277.69
54339758,"       (2023 BT)",59964,2.525,0.5600,21.06,254.09,150.92,358.52
54339759,"       (2023 BU)",60800,1.107,0.1104,3.73,125.11,356.07,346.21
